No. Beds,No. Baths,Area,Type_n,Region_n,Sub-region_n,Price
3.0,3.0,1430.0,0,13,19,5600000
3.0,3.0,3640.0,3,11,59,37500000
3.0,3.0,1575.0,0,11,52,11500000
3.0,3.0,1200.0,0,3,432,6050000
3.0,2.0,1000.0,0,3,432,3700000
3.0,4.0,1406.0,0,15,310,11000000
3.0,3.0,1150.0,0,43,231,7100000
3.0,3.0,1460.0,0,43,276,9300000
3.0,4.0,2229.0,0,11,49,25024300
3.0,3.0,1300.0,0,1,50,9000000
3.0,3.0,1350.0,0,15,440,8800000
3.0,3.0,1480.0,0,40,224,7300000
3.0,4.0,1260.0,0,11,57,10500000
3.0,3.0,1240.0,0,6,51,6875000
2.0,2.0,950.0,0,39,102,3700000
3.0,3.0,1485.0,0,40,85,8167000
3.0,3.0,1545.0,0,7,228,6956415
3.0,3.0,1345.0,0,40,85,7500000
3.0,3.0,1300.0,0,60,441,5400000
3.0,3.0,1300.0,0,61,385,7600000
2.0,2.0,810.0,0,40,163,4000000
3.0,3.0,1280.0,0,30,411,6500000
3.0,3.0,1530.0,0,15,440,9639000
3.0,4.0,1550.0,0,11,48,12000000
4.0,5.0,2200.0,0,36,53,25000000
3.0,3.0,3640.0,3,51,374,35000000
2.0,1.0,450.0,0,7,10,2250000
3.0,2.0,1050.0,0,22,95,5775000
3.0,3.0,1224.0,0,35,192,8800000
3.0,2.0,1000.0,0,60,96,4000000
3.0,2.0,1125.0,0,13,113,4775000
3.0,3.0,1330.0,0,1,54,7500000
3.0,4.0,3151.0,0,15,304,52485800
3.0,3.0,1380.0,0,40,278,9700000
2.0,2.0,700.0,0,3,432,3000000
3.0,2.0,1000.0,0,31,422,5400000
3.0,2.0,1200.0,0,60,96,4800000
3.0,3.0,2550.0,0,43,17,35700000
3.0,3.0,2000.0,0,40,278,15500000
2.0,2.0,850.0,0,40,11,4300000
3.0,3.0,1280.0,0,12,212,5600000
3.0,2.0,1100.0,0,40,223,4950000
3.0,3.0,980.0,0,43,87,4224000
3.0,3.0,1305.0,0,43,171,9000000
4.0,4.0,1486.0,0,15,298,20000000
3.0,3.0,1200.0,0,3,432,6050000
3.0,3.0,980.0,0,43,87,4224000
3.0,4.0,1870.0,0,3,221,13500000
3.0,3.0,1500.0,0,11,53,12000000
2.0,2.0,1041.0,0,14,185,3000000
2.0,2.0,850.0,0,40,347,3600000
3.0,3.0,1200.0,0,13,19,7200000
2.0,2.0,878.0,0,40,343,4600000
3.0,2.0,1100.0,0,61,246,6200000
2.0,2.0,820.0,0,10,262,4920001
3.0,3.0,1300.0,0,40,278,7900000
3.0,3.0,1283.0,0,45,208,6858400
3.0,3.0,1450.0,0,43,273,10500000
3.0,3.0,2184.0,3,66,355,28500000
3.0,4.0,1785.0,0,17,256,18000000
3.0,2.0,1000.0,0,35,192,5500000
3.0,3.0,1200.0,0,43,65,6400000
2.0,2.0,850.0,0,40,340,4200000
3.0,4.0,2050.0,0,11,48,16500000
3.0,3.0,1500.0,0,11,55,10000000
3.0,4.0,1642.0,0,66,350,9300000
3.0,3.0,1425.0,0,40,343,8637500
3.0,4.0,2000.0,0,11,58,12400000
2.0,2.0,950.0,0,6,54,5600000
3.0,3.0,2184.0,3,51,363,16500000
3.0,3.0,1400.0,0,40,450,8400000
3.0,3.0,1275.0,0,66,370,7000000
3.0,3.0,1798.0,0,36,48,20677000
3.0,2.0,1160.0,0,10,155,5104000
3.0,2.0,900.0,0,0,31,4500000
4.0,4.0,4200.0,0,18,130,80000000
3.0,3.0,1265.0,0,56,283,9800000
3.0,3.0,1300.0,0,60,441,5400000
3.0,3.0,1350.0,0,43,65,6575000
3.0,3.0,1760.0,0,66,370,19400000
3.0,2.0,1202.0,0,13,19,6500000
3.0,3.0,2050.0,0,11,49,19550000
3.0,2.0,950.0,0,43,73,3800000
3.0,2.0,1150.0,0,6,406,5500000
3.0,2.0,1200.0,0,20,451,6500000
3.0,3.0,1267.0,0,40,163,5700000
3.0,3.0,1050.0,0,43,231,5700000
3.0,3.0,1175.0,0,15,328,10000000
3.0,3.0,1415.0,0,20,152,9622000
5.0,6.0,2947.0,0,61,436,30000000
2.0,2.0,957.0,0,43,37,6242000
3.0,3.0,1135.0,0,10,222,8512500
7.0,8.0,6880.0,0,11,50,60000000
3.0,4.0,2250.0,0,4,310,25000000
3.0,3.0,1550.0,0,11,54,10000000
2.0,2.0,980.0,0,2,189,4704000
3.0,3.0,2070.0,0,36,50,23000000
3.0,3.0,1300.0,0,30,411,5000000
4.0,4.0,2200.0,0,40,226,23000000
3.0,2.0,950.0,0,43,73,3800000
2.0,2.0,930.0,0,66,352,6000000
3.0,3.0,1750.0,0,11,48,13000000
4.0,4.0,2166.0,0,6,52,12622800
3.0,2.0,1200.0,0,40,346,5500000
3.0,3.0,2912.0,3,30,21,14800000
3.0,3.0,1100.0,0,15,440,5500000
2.0,2.0,850.0,0,43,37,5100000
4.0,4.0,1456.0,0,40,342,7280000
6.0,6.0,2100.0,0,3,383,10500000
2.0,2.0,1029.0,0,38,129,5900000
3.0,3.0,2184.0,3,66,356,25500000
3.0,2.0,850.0,0,33,153,3825000
3.0,4.0,1875.0,0,37,66,17500000
3.0,3.0,1350.0,0,40,346,6075000
3.0,3.0,1290.0,0,40,450,7795000
3.0,3.0,1250.0,0,15,440,7500000
3.0,3.0,1520.0,0,52,431,7800000
3.0,3.0,1250.0,0,53,35,4750000
3.0,3.0,1230.0,0,12,209,5000000
3.0,3.0,1654.0,0,66,358,8900000
3.0,3.0,2184.0,3,66,355,23000000
3.0,4.0,1992.0,0,66,372,16000000
2.0,1.0,600.0,0,22,409,2500000
3.0,3.0,1890.0,0,4,322,23000000
4.0,4.0,2800.0,0,47,53,25000000
3.0,3.0,1430.0,0,63,142,15500000
2.0,2.0,970.0,0,13,113,4000000
2.0,2.0,892.0,0,13,120,5000000
2.0,2.0,650.0,0,35,14,3550000
3.0,3.0,1350.0,0,20,152,8000000
3.0,3.0,1067.0,0,48,257,8002500
2.0,2.0,950.0,0,6,50,6400000
3.0,3.0,1275.0,0,15,394,7395000
3.0,3.0,1240.0,0,38,205,9500000
4.0,5.0,2400.0,0,8,306,22000000
3.0,2.0,1085.0,0,40,103,4500000
3.0,3.0,1280.0,0,10,38,8280000
3.0,2.0,1250.0,0,12,213,5500000
3.0,3.0,1275.0,0,13,19,6630000
2.0,2.0,750.0,0,0,399,3000000
2.0,2.0,1000.0,0,40,413,4500000
3.0,3.0,1000.0,0,22,89,5500000
3.0,3.0,1150.0,0,40,224,5700000
2.0,2.0,750.0,0,40,278,3500000
3.0,3.0,1270.0,0,0,31,8200000
3.0,3.0,4368.0,3,53,20,5000000
3.0,2.0,1100.0,0,40,223,4950000
3.0,3.0,1253.0,0,15,440,7518000
3.0,3.0,1055.0,0,31,264,5500000
3.0,2.0,1045.0,0,44,124,7592500
3.0,3.0,2000.0,0,43,27,15000000
3.0,2.0,1020.0,0,35,381,5000000
4.0,3.0,2351.0,0,66,350,17562300
2.0,2.0,1019.0,0,10,100,4585500
3.0,3.0,1364.0,0,3,432,7774800
3.0,4.0,2229.0,0,11,52,17563300
3.0,3.0,1575.0,0,15,300,17000000
3.0,3.0,1550.0,0,11,55,12400000
3.0,3.0,1365.0,0,6,52,8000000
3.0,3.0,1535.0,0,66,352,12780000
3.0,4.0,1550.0,0,11,57,11500000
3.0,4.0,1500.0,0,11,57,11500000
3.0,2.0,900.0,0,55,271,5000000
3.0,3.0,1460.0,0,43,276,9300000
3.0,3.0,1720.0,0,0,31,12900000
3.0,2.0,1040.0,0,52,449,4680000
3.0,3.0,1240.0,0,10,100,7048000
4.0,4.0,3600.0,0,18,131,63000000
3.0,2.0,1000.0,0,38,206,5000000
3.0,3.0,1465.0,0,40,341,8800000
3.0,3.0,1300.0,0,60,441,5400000
4.0,3.0,1674.0,0,1,49,10500000
3.0,2.0,1150.0,0,53,35,4300000
3.0,3.0,1250.0,0,40,163,6250000
4.0,5.0,2200.0,0,36,53,25000000
3.0,3.0,1300.0,0,40,224,5850000
3.0,2.0,1150.0,0,40,450,5500000
3.0,3.0,1140.0,0,12,209,4560000
3.0,2.0,2119.0,0,18,130,35000000
2.0,2.0,900.0,0,20,297,4050000
3.0,3.0,1540.0,0,6,48,16500000
2.0,2.0,800.0,0,52,105,4200000
2.0,1.0,540.0,0,31,217,2300000
3.0,4.0,1733.0,0,43,23,21000000
2.0,2.0,750.0,0,43,259,3600000
3.0,2.0,1050.0,0,22,95,5775000
3.0,3.0,1640.0,0,66,352,9800000
3.0,4.0,2337.0,0,5,323,40000000
3.0,3.0,1050.0,0,2,438,6000000
3.0,3.0,1620.0,0,53,36,7000000
2.0,1.0,450.0,0,7,13,1830000
4.0,5.0,2700.0,0,11,48,26000000
3.0,2.0,1000.0,0,31,422,5800000
3.0,3.0,3640.0,3,51,373,30000000
4.0,4.0,2080.0,0,56,72,14000000
3.0,3.0,1440.0,0,18,130,25000000
3.0,3.0,1528.0,0,66,350,7500000
3.0,3.0,1228.0,0,8,58,10000000
3.0,3.0,1224.0,0,3,432,5000000
3.0,3.0,1400.0,0,11,50,11000000
3.0,3.0,1200.0,0,3,432,6050000
3.0,3.0,1350.0,0,43,392,8020000
3.0,3.0,1300.0,0,60,441,5400000
3.0,3.0,1150.0,0,21,267,4830000
4.0,4.0,1550.0,0,21,265,6500000
3.0,3.0,1250.0,0,15,440,7500000
3.0,2.0,1200.0,0,13,261,4800000
4.0,4.0,2350.0,0,4,311,32900000
3.0,2.0,900.0,0,40,107,4500000
3.0,3.0,2880.0,0,18,130,28000000
3.0,3.0,1639.0,0,47,52,15000000
1.0,1.0,450.0,0,40,343,2000000
2.0,2.0,850.0,0,40,340,4500000
3.0,3.0,1131.0,0,13,380,6500000
4.0,3.0,2350.0,0,38,386,16450000
2.0,2.0,720.0,0,60,96,2800000
2.0,2.0,900.0,0,20,297,4050000
3.0,3.0,1368.0,0,15,440,10670400
2.0,1.0,500.0,0,7,34,1300000
3.0,2.0,1100.0,0,40,107,4300000
3.0,3.0,3096.0,0,15,304,51616800
3.0,3.0,1200.0,0,10,38,7200000
3.0,3.0,1400.0,0,40,343,7000000
3.0,3.0,1368.0,0,15,440,10670400
4.0,5.0,2200.0,0,40,226,20000000
2.0,2.0,950.0,0,0,211,6000000
3.0,3.0,1450.0,0,61,246,9500000
3.0,3.0,1575.0,0,11,55,12500000
3.0,3.0,1200.0,0,11,52,10000000
3.0,4.0,1850.0,0,15,322,21000000
2.0,2.0,750.0,0,7,9,3000000
3.0,3.0,1100.0,0,40,85,5170000
4.0,4.0,2000.0,0,43,27,17000000
3.0,3.0,1463.0,0,40,284,7000000
3.0,2.0,950.0,0,6,406,4700000
4.0,4.0,1510.0,0,52,105,7000000
3.0,2.0,1120.0,0,10,292,3920000
3.0,3.0,1250.0,0,40,107,6300000
2.0,2.0,852.0,0,31,125,4100000
2.0,1.0,700.0,0,60,429,2800000
2.0,2.0,970.0,0,13,113,4000000
3.0,3.0,1250.0,0,38,204,7500000
3.0,3.0,1242.0,0,6,406,6000000
3.0,3.0,1580.0,0,13,19,6000000
2.0,2.0,650.0,0,61,117,2200000
3.0,3.0,1265.0,0,40,103,6825000
3.0,3.0,1220.0,0,52,105,6710000
2.0,2.0,875.0,0,40,340,4000000
3.0,3.0,1100.0,0,12,213,4400000
3.0,3.0,1250.0,0,3,432,8000000
3.0,3.0,1275.0,0,12,209,5737500
4.0,6.0,3000.0,0,15,69,40000000
3.0,3.0,1475.0,0,6,53,10000000
3.0,2.0,1000.0,0,35,192,7000000
3.0,3.0,1450.0,0,20,297,8700000
3.0,3.0,1040.0,0,45,437,5000000
3.0,3.0,1172.0,0,20,394,5860000
3.0,3.0,1300.0,0,1,50,9000000
3.0,4.0,1638.0,0,11,48,11500000
3.0,3.0,1265.0,0,43,65,5900000
2.0,2.0,915.0,0,38,445,6000000
3.0,3.0,1345.0,0,40,450,7397500
3.0,3.0,1220.0,0,0,31,6850000
3.0,3.0,1425.0,0,40,284,6000000
3.0,3.0,2600.0,0,8,280,50000000
3.0,2.0,1307.0,0,44,16,13000000
26.0,10.0,8425.0,1,40,347,39000000
3.0,4.0,1455.0,0,31,75,12000000
3.0,3.0,1400.0,0,40,450,8400000
2.0,2.0,970.0,0,13,113,4000000
3.0,3.0,1425.0,0,40,343,8637500
3.0,2.0,900.0,0,14,215,2750000
4.0,4.0,1700.0,0,43,231,9000000
3.0,3.0,2160.0,3,30,415,5500000
4.0,3.0,1700.0,0,43,73,6450000
3.0,3.0,1541.0,0,66,352,12000000
3.0,3.0,1050.0,0,12,213,4200000
2.0,2.0,800.0,0,40,1,3600000
3.0,2.0,975.0,0,40,278,5362500
3.0,3.0,1350.0,0,52,449,7500000
3.0,3.0,1275.0,0,13,19,6630000
3.0,2.0,1150.0,0,53,35,4300000
2.0,2.0,800.0,0,13,198,3800000
3.0,3.0,2880.0,3,55,271,35000000
1.0,1.0,450.0,0,40,343,2000000
3.0,3.0,1710.0,0,22,122,10000000
3.0,3.0,1800.0,0,66,369,22000000
2.0,1.0,400.0,0,45,208,1600000
3.0,3.0,1330.0,0,13,19,6916000
2.0,2.0,650.0,0,40,342,2000000
3.0,3.0,1200.0,0,10,262,8450000
3.0,3.0,1300.0,0,10,155,7150000
3.0,2.0,1100.0,0,32,68,4950000
3.0,2.0,1050.0,0,22,95,5775000
3.0,3.0,1380.0,0,13,19,8780000
3.0,3.0,5096.0,3,51,353,65000000
2.0,2.0,1065.0,0,66,353,7000000
2.0,2.0,900.0,0,43,230,4750000
4.0,4.0,2785.0,0,15,325,41218000
3.0,3.0,1101.0,0,27,161,8500000
2.0,2.0,900.0,0,52,105,3500000
2.0,2.0,790.0,0,60,96,3500000
3.0,3.0,1400.0,0,40,224,6300000
3.0,3.0,2184.0,3,11,60,13500000
3.0,3.0,1300.0,0,60,441,5400000
3.0,3.0,1185.0,0,59,123,9743000
4.0,4.0,2168.0,0,6,52,12622800
3.0,3.0,1350.0,0,66,350,14000000
3.0,2.0,1200.0,0,60,96,4800000
3.0,3.0,1150.0,0,6,406,6200000
3.0,3.0,1336.0,0,3,7,5344000
3.0,3.0,2765.0,0,18,130,37000000
2.0,2.0,750.0,0,30,21,3600000
3.0,3.0,1800.0,1,35,178,40000000
3.0,3.0,1140.0,0,31,50,10200000
3.0,4.0,1654.0,0,66,358,8500000
3.0,4.0,1630.0,0,21,234,8000000
3.0,3.0,1420.0,0,11,54,9500000
3.0,3.0,1375.0,0,0,31,7700000
3.0,3.0,1465.0,0,40,341,8800000
3.0,2.0,950.0,0,60,96,3300000
3.0,3.0,1550.0,0,11,57,10500000
3.0,3.0,1480.0,0,11,55,10000000
2.0,2.0,850.0,0,43,37,5100000
3.0,3.0,1300.0,0,1,48,7600000
2.0,2.0,825.0,0,43,65,3300000
3.0,3.0,1480.0,0,40,346,9500000
2.0,2.0,730.0,0,43,392,4500000
3.0,4.0,1560.0,0,43,276,10000000
3.0,3.0,1210.0,0,3,432,5000000
3.0,3.0,1300.0,0,60,441,5400000
3.0,3.0,1280.0,0,13,19,7640000
3.0,3.0,2500.0,0,43,17,35000000
3.0,3.0,1950.0,0,18,130,31200000
3.0,3.0,1400.0,0,20,394,7280000
2.0,2.0,650.0,0,40,341,2600000
3.0,3.0,1485.0,0,40,85,8167000
3.0,4.0,1872.0,0,40,345,14500000
3.0,3.0,1280.0,0,13,19,7640000
2.0,2.0,730.0,0,43,392,4500000
2.0,2.0,720.0,0,43,392,4450000
3.0,4.0,2277.0,0,15,322,33016500
3.0,2.0,1050.0,0,12,433,4725000
4.0,4.0,1500.0,0,36,48,18000000
2.0,2.0,950.0,0,31,125,5000000
3.0,3.0,1620.0,0,53,36,7000000
3.0,3.0,1400.0,0,0,31,8400000
3.0,3.0,1595.0,0,11,49,12550000
3.0,3.0,1760.0,0,66,370,21500000
3.0,2.0,1125.0,0,37,41,6000000
3.0,3.0,1480.0,0,11,55,10000000
3.0,3.0,1350.0,0,61,246,7200000
2.0,2.0,720.0,0,60,96,2800000
3.0,2.0,1020.0,0,13,118,4700000
3.0,3.0,1200.0,0,3,432,6050000
3.0,3.0,1260.0,0,3,432,4158000
3.0,3.0,1021.0,0,12,209,4594500
2.0,2.0,900.0,0,55,271,5650000
3.0,3.0,1267.0,0,40,163,5700000
3.0,3.0,1550.0,0,1,52,8999000
3.0,3.0,1250.0,0,40,346,7500000
3.0,3.0,1231.0,0,3,432,6039500
3.0,3.0,1054.0,0,13,412,6000000
3.0,3.0,1456.0,3,53,20,3500000
3.0,4.0,2000.0,0,11,58,12400000
3.0,3.0,1550.0,0,31,75,13000000
2.0,2.0,950.0,0,61,436,4000000
2.0,1.0,500.0,0,7,34,1200000
2.0,2.0,950.0,0,40,450,4500000
3.0,3.0,1021.0,0,12,209,4594500
3.0,3.0,1050.0,0,43,87,4300000
3.0,3.0,1003.0,0,10,38,6116500
3.0,2.0,1258.0,0,13,261,6600000
3.0,2.0,943.0,0,43,259,4965000
3.0,3.0,1450.0,0,20,297,8700000
3.0,3.0,1235.0,0,24,243,5928000
3.0,3.0,1253.0,0,3,432,6265000
3.0,3.0,965.0,0,12,209,4342500
3.0,3.0,1300.0,0,37,93,7500000
3.0,2.0,966.0,0,53,82,2704800
2.0,2.0,850.0,0,0,399,3800000
3.0,3.0,1167.0,0,40,450,6000000
2.0,2.0,650.0,0,40,343,2500000
3.0,2.0,950.0,0,20,109,3500000
3.0,3.0,1050.0,0,40,163,4200000
4.0,3.0,1556.0,0,37,66,13570400
3.0,3.0,1103.0,0,15,440,6618000
3.0,3.0,1300.0,0,40,224,5850000
3.0,3.0,1372.0,0,31,125,7200000
3.0,2.0,1155.0,0,52,449,5197500
3.0,2.0,1050.0,0,40,224,4200000
4.0,3.0,3011.0,0,18,131,45000000
4.0,3.0,2120.0,0,66,372,16500000
3.0,3.0,1336.0,0,63,170,8300000
2.0,2.0,800.0,0,66,352,4500000
3.0,4.0,1250.0,0,15,69,14000000
4.0,4.0,2166.0,0,6,52,12622800
2.0,2.0,850.0,0,43,37,5100000
3.0,3.0,1241.0,0,6,55,7325500
3.0,3.0,1140.0,0,10,100,5000000
3.0,3.0,1565.0,0,47,52,17000000
3.0,2.0,1020.0,0,3,405,5356000
3.0,3.0,2184.0,3,14,215,6000000
3.0,3.0,1298.0,0,3,383,6490000
3.0,3.0,1220.0,0,52,105,6710000
2.0,2.0,750.0,0,40,341,4000000
3.0,3.0,1310.0,0,40,447,5600000
3.0,4.0,1560.0,0,43,276,10500000
3.0,3.0,1350.0,0,40,278,6500000
3.0,3.0,1700.0,0,40,284,7000000
3.0,2.0,1200.0,0,31,125,6000000
3.0,2.0,885.0,0,13,113,3700000
3.0,3.0,3640.0,3,51,373,29500000
3.0,3.0,1320.0,0,3,221,6600000
3.0,3.0,2600.0,0,18,131,35000000
3.0,3.0,1350.0,0,0,31,7900000
3.0,3.0,1100.0,0,40,85,5170000
3.0,3.0,1250.0,0,40,163,6250000
3.0,2.0,1440.0,0,6,406,10000000
3.0,2.0,900.0,0,23,194,4300000
3.0,4.0,1550.0,0,58,396,17000000
3.0,2.0,1170.0,0,1,49,6500000
3.0,3.0,1000.0,0,3,432,5000000
3.0,3.0,1300.0,0,15,398,8500000
3.0,4.0,2300.0,0,4,315,35000000
3.0,3.0,1750.0,0,11,48,13000000
4.0,4.0,1876.0,0,6,52,11480800
3.0,3.0,1150.0,0,31,125,6020000
3.0,3.0,1480.0,0,44,250,12000000
3.0,2.0,1050.0,0,22,95,5775000
4.0,4.0,1575.0,0,40,224,6300000
3.0,3.0,1200.0,0,0,399,6250000
3.0,3.0,3000.0,0,18,131,50000000
2.0,2.0,820.0,0,10,262,4920004
3.0,3.0,1336.0,0,3,432,7500000
2.0,2.0,765.0,0,20,420,3800000
3.0,2.0,1300.0,0,59,313,7000000
3.0,2.0,975.0,0,40,101,5000000
2.0,2.0,650.0,0,43,273,4200000
3.0,3.0,1415.0,0,20,152,9622000
3.0,3.0,1250.0,0,12,209,5500000
3.0,3.0,1231.0,0,3,432,5539500
3.0,3.0,1150.0,0,6,56,6300000
3.0,2.0,1100.0,0,61,246,6200000
2.0,2.0,750.0,0,43,259,3600000
3.0,4.0,1744.0,0,44,167,21800000
3.0,3.0,1450.0,0,20,297,8700000
3.0,3.0,1950.0,0,29,127,18000000
3.0,2.0,940.0,0,13,446,3500000
4.0,4.0,3244.0,0,18,130,35000000
2.0,1.0,540.0,0,31,217,2300000
3.0,2.0,1110.0,0,40,340,4500000
3.0,3.0,1400.0,0,31,50,10000000
3.0,3.0,1230.0,0,40,284,4500000
2.0,2.0,750.0,0,20,297,4500000
3.0,3.0,1260.0,0,13,380,6000000
3.0,2.0,1100.0,0,40,284,4500000
3.0,3.0,1200.0,0,30,411,4800000
3.0,3.0,1450.0,0,20,297,8700000
3.0,3.0,2184.0,3,53,20,6000000
8.0,8.0,4500.0,1,20,152,25000000
3.0,4.0,2000.0,0,66,374,22000000
3.0,3.0,1150.0,0,2,438,5500000
2.0,2.0,650.0,0,40,85,3500000
3.0,3.0,1400.0,0,11,50,12000000
3.0,3.0,1200.0,0,3,78,10000000
3.0,5.0,2175.0,0,66,350,14137500
3.0,3.0,1600.0,0,57,174,11000000
3.0,2.0,970.0,0,59,313,4500000
3.0,2.0,925.0,0,13,19,4100000
16.0,8.0,3600.0,1,60,96,30000000
2.0,2.0,850.0,0,13,240,3500000
6.0,4.0,1650.0,0,3,272,8420000
3.0,2.0,1220.0,0,2,165,6700000
3.0,3.0,1088.0,0,27,161,7072000
3.0,3.0,1300.0,0,12,213,6240000
3.0,3.0,1265.0,0,6,50,5692500
2.0,1.0,700.0,0,22,47,3500000
2.0,2.0,875.0,0,43,73,3700000
3.0,3.0,1160.0,0,40,340,6880000
3.0,3.0,1340.0,0,40,277,9410000
3.0,3.0,1200.0,0,40,11,6000000
3.0,3.0,1485.0,0,40,85,8167000
3.0,2.0,1150.0,0,2,133,6325000
3.0,3.0,1220.0,0,40,342,7000000
3.0,3.0,1352.0,0,45,437,7000000
3.0,2.0,1150.0,0,14,185,3600000
3.0,3.0,1250.0,0,1,50,7950000
3.0,2.0,1220.0,0,40,450,5000000
3.0,3.0,1230.0,0,44,16,9225000
3.0,3.0,1850.0,0,47,49,18500000
4.0,4.0,2582.0,0,8,58,21000000
3.0,3.0,2300.0,0,18,131,35000000
3.0,2.0,1250.0,0,3,432,4800000
3.0,3.0,922.0,0,3,383,4610000
3.0,3.0,1000.0,0,40,341,5800000
4.0,4.0,1820.0,0,59,320,13000000
3.0,3.0,2184.0,3,52,449,22000000
2.0,2.0,650.0,0,7,199,2925000
3.0,3.0,1550.0,0,66,353,12500000
3.0,3.0,1655.0,0,56,72,10000000
2.0,2.0,820.0,0,40,278,4000000
1.0,1.0,450.0,0,40,343,2000000
2.0,2.0,812.0,0,59,313,4500000
3.0,3.0,5096.0,3,11,61,37500000
1.0,1.0,540.0,0,31,217,2300000
3.0,3.0,3640.0,3,51,372,28000000
3.0,3.0,1172.0,0,20,394,5860000
3.0,3.0,1590.0,0,57,430,17000000
2.0,2.0,1150.0,0,13,261,4600000
3.0,3.0,2184.0,3,45,207,24000000
4.0,4.0,1500.0,0,36,48,18000000
4.0,4.0,1500.0,0,0,77,7500000
3.0,3.0,1330.0,0,1,54,7000000
3.0,3.0,1250.0,0,15,440,7500000
3.0,3.0,1475.0,0,15,303,21387500
3.0,3.0,1530.0,0,11,52,11000000
2.0,3.0,1000.0,0,66,351,9000000
3.0,3.0,1388.0,0,15,440,10826400
3.0,4.0,1860.0,0,43,384,20000000
3.0,2.0,1050.0,0,40,450,7500000
3.0,3.0,1475.0,0,56,72,16000000
3.0,3.0,1350.0,0,20,333,7155000
3.0,3.0,1000.0,0,22,89,5300000
3.0,3.0,1350.0,0,15,440,9100000
3.0,3.0,1482.0,0,37,379,10500000
3.0,2.0,1025.0,0,60,96,3690000
3.0,3.0,1150.0,0,40,85,6300000
3.0,2.0,938.0,0,52,449,6700000
3.0,2.0,1050.0,0,43,73,3780000
3.0,4.0,1553.0,0,40,345,11000000
4.0,4.0,2225.0,0,40,226,26000000
2.0,2.0,1300.0,0,10,197,3055000
3.0,3.0,1141.0,0,59,123,9399800
3.0,3.0,1303.0,0,10,100,6113500
2.0,2.0,1200.0,0,4,311,14400000
2.0,2.0,875.0,0,43,73,3700000
2.0,2.0,1100.0,0,14,215,5000000
3.0,3.0,7020.0,3,6,406,70000000
3.0,3.0,1503.0,0,29,114,10000000
3.0,3.0,1331.0,0,66,352,9500000
3.0,3.0,1250.0,0,11,58,9000000
3.0,3.0,2640.0,0,15,326,43500000
3.0,5.0,2175.0,0,66,350,14137500
3.0,2.0,1100.0,0,40,223,4950000
3.0,3.0,1200.0,0,66,370,8000000
4.0,4.0,1350.0,0,20,418,8500000
3.0,3.0,1200.0,0,66,370,8000000
4.0,5.0,2500.0,0,11,52,20000000
3.0,4.0,2277.0,0,15,322,33016500
4.0,5.0,4427.0,0,11,50,40343000
3.0,3.0,1418.0,0,6,53,9500000
3.0,2.0,966.0,0,53,82,2704800
3.0,3.0,1170.0,0,3,432,5265000
3.0,3.0,1390.0,0,40,284,5300000
2.0,2.0,960.0,0,37,251,6600000
3.0,3.0,1425.0,0,2,438,8000000
3.0,2.0,1005.0,0,3,221,5025000
3.0,4.0,2110.0,0,11,49,16500000
3.0,3.0,1350.0,0,40,163,6500000
3.0,3.0,1300.0,0,12,209,5000000
4.0,4.0,1300.0,0,40,343,5800000
2.0,2.0,830.0,0,53,35,2573000
3.0,3.0,1400.0,0,40,224,6300000
3.0,3.0,1100.0,0,6,58,6200000
3.0,3.0,1258.0,0,15,439,10312400
3.0,3.0,1350.0,0,9,299,12500000
3.0,3.0,1060.0,0,40,163,4200000
2.0,2.0,600.0,0,43,70,2600000
4.0,4.0,3700.0,0,18,131,74000000
2.0,2.0,965.0,0,45,269,4000000
3.0,3.0,3640.0,3,51,373,28000000
3.0,3.0,1553.0,0,40,345,10000000
4.0,4.0,2100.0,0,66,350,15750000
3.0,3.0,1105.0,0,3,432,6500000
3.0,3.0,1633.0,0,10,407,8865000
3.0,2.0,1100.0,0,2,189,5280000
2.0,1.0,700.0,0,3,432,3500000
3.0,3.0,1450.0,0,43,427,7540000
3.0,3.0,1740.0,0,66,350,14246000
3.0,3.0,1400.0,0,12,213,7000000
3.0,3.0,1350.0,0,43,231,8400000
2.0,2.0,720.0,0,60,96,2800000
3.0,3.0,1250.0,0,58,396,8750000
4.0,4.0,2400.0,0,43,65,9960000
3.0,3.0,1200.0,0,55,271,8000000
2.0,2.0,980.0,0,2,189,4704000
2.0,3.0,1100.0,0,3,221,5500000
3.0,4.0,1815.0,0,61,436,24500000
3.0,3.0,1100.0,0,60,441,3900000
3.0,3.0,1250.0,0,43,17,9000000
4.0,3.0,2231.0,0,43,455,19686600
2.0,1.0,600.0,0,22,409,2500000
2.0,2.0,600.0,0,13,113,2600000
3.0,2.0,1040.0,0,52,449,4680000
3.0,3.0,1510.0,0,1,50,11000000
3.0,3.0,1336.0,0,63,170,8300000
3.0,3.0,1300.0,0,40,224,7000000
3.0,2.0,1080.0,0,43,73,3800000
3.0,3.0,1200.0,0,3,78,10000000
3.0,2.0,1150.0,0,13,446,5200000
3.0,3.0,1300.0,0,60,441,5400000
3.0,3.0,1500.0,0,66,350,9000000
3.0,3.0,1365.0,0,40,85,7500000
3.0,3.0,1195.0,0,59,123,9821000
3.0,3.0,1576.0,0,6,406,7900000
3.0,3.0,2912.0,3,11,61,14000000
3.0,3.0,1200.0,0,23,194,7500000
2.0,2.0,850.0,0,20,116,4675000
3.0,2.0,950.0,0,40,284,3500000
3.0,3.0,1900.0,0,66,351,13000000
2.0,2.0,949.0,0,10,197,3321500
